id,compound,predicate,object,pmid,created_at,updated_at
10189,anticonvulsant,interacts_with,wasp polybia ignobilis venom,15953769,2014-12-30 02:18:55.697705,2014-12-30 02:18:55.697705
11135,antidepressant,interacts_with,agmatine,17761162,2014-12-30 02:19:14.068331,2014-12-30 02:19:14.068331
11130,antidepressant,treats,mouse,17761162,2014-12-30 02:19:14.025022,2014-12-30 02:19:14.025022
12245,antidiabetic agent,treats,type 2 diabetes,16534527,2014-12-30 02:19:26.162585,2014-12-30 02:19:26.162585
12462,antidiabetic agent,treats,type 2 diabetes,18158075,2014-12-30 02:19:29.831162,2014-12-30 02:19:29.831162
12606,antidiabetic agent,treats,type 2 diabetes,18977255,2014-12-30 02:19:33.55867,2014-12-30 02:19:33.55867
12149,antidiabetic agents,treats,indicated,15155141,2014-12-30 02:19:24.995005,2014-12-30 02:19:24.995005
13374,antidiabetic agents,treats,weight loss,22405265,2014-12-30 02:19:41.514146,2014-12-30 02:19:41.514146
12551,antidiabetic drug,treats,type 2 diabetes mellitus,18630617,2014-12-30 02:19:32.414715,2014-12-30 02:19:32.414715
12548,antidiabetic drugs,affects,hyperglycaemia,18630617,2014-12-30 02:19:32.366409,2014-12-30 02:19:32.366409
14338,antidiabetic drugs,augments,protection,23258125,2014-12-30 02:19:51.851513,2014-12-30 02:19:51.851513
14367,antidiabetic drugs,causes,weight loss,22098810,2014-12-30 02:19:52.22866,2014-12-30 02:19:52.22866
12656,antidiabetic drugs,disrupts,food intake,19236187,2014-12-30 02:19:34.300352,2014-12-30 02:19:34.300352
13038,antidiabetic drugs,inhibits,antidiabetic drugs,21208359,2014-12-30 02:19:38.005773,2014-12-30 02:19:38.005773
13034,antidiabetic drugs,inhibits,hba1c,21208359,2014-12-30 02:19:37.980537,2014-12-30 02:19:37.980537
12762,antidiabetic drugs,treats,type 2 diabetes,19770100,2014-12-30 02:19:35.259124,2014-12-30 02:19:35.259124
11284,antidiabetic,interacts_with,gip receptor,19073224,2014-12-30 02:19:15.444341,2014-12-30 02:19:15.444341
12442,antidiabetic,isa,medication,17940451,2014-12-30 02:19:29.471346,2014-12-30 02:19:29.471346
10301,antidiabetic,isa,medication,22009172,2014-12-30 02:18:57.64473,2014-12-30 02:18:57.64473
12535,antidiabetic,isa,medications,18555933,2014-12-30 02:19:32.101596,2014-12-30 02:19:32.101596
11475,antidote,neg_treats,overdose,11235817,2014-12-30 02:19:17.11552,2014-12-30 02:19:17.11552
11542,antiepileptic drugs,treats,neurogenic pain,19530373,2014-12-30 02:19:17.660558,2014-12-30 02:19:17.660558
8741,antigen,associated_with,phn,11253115,2014-12-30 02:18:24.704715,2014-12-30 02:18:24.704715
10589,antigen,stimulates,ige,19852199,2014-12-30 02:19:05.774733,2014-12-30 02:19:05.774733
9493,antigenic,isa,complex antigenic mixture,637904,2014-12-30 02:18:41.121697,2014-12-30 02:18:41.121697
11410,antigenic,part_of,nematocyst,6144703,2014-12-30 02:19:16.537339,2014-12-30 02:19:16.537339
12396,antigenicity,part_of,islet cells,17673522,2014-12-30 02:19:28.328674,2014-12-30 02:19:28.328674
10588,antigens,administered_to,physicians,19492665,2014-12-30 02:19:05.750554,2014-12-30 02:19:05.750554
9388,antigens,affects,snakebite,20591352,2014-12-30 02:18:39.309278,2014-12-30 02:18:39.309278
10463,antihistamine,causes,symptomless,18089481,2014-12-30 02:19:02.564342,2014-12-30 02:19:02.564342
11467,antihistamines,isa,medications,11235817,2014-12-30 02:19:17.058663,2014-12-30 02:19:17.058663
10666,antihistamines,treats,adverse reactions,16045862,2014-12-30 02:19:07.821341,2014-12-30 02:19:07.821341
12700,antihyperglycaemic,isa,drugs,19515413,2014-12-30 02:19:34.729055,2014-12-30 02:19:34.729055
12703,antihyperglycaemic,stimulates,glucagon-like peptide-1 (glp-1) receptor,19515413,2014-12-30 02:19:34.747826,2014-12-30 02:19:34.747826
9852,antihyperglycemic,predisposes,hypoglycemia,21441754,2014-12-30 02:18:48.118966,2014-12-30 02:18:48.118966
8547,antimicrobial,coexists_with,snake venoms,23657358,2014-12-30 02:18:16.374715,2014-12-30 02:18:16.374715
10628,antimicrobial,coexists_with,venom,22792229,2014-12-30 02:19:06.891871,2014-12-30 02:19:06.891871
9916,antimicrobial,interacts_with,melittin,18457054,2014-12-30 02:18:49.919917,2014-12-30 02:18:49.919917
9917,antimicrobial,interacts_with,plasmid vector,18457054,2014-12-30 02:18:49.956412,2014-12-30 02:18:49.956412
14408,antimicrobial,treats,fibrosarcoma,23015777,2014-12-30 02:19:52.70878,2014-12-30 02:19:52.70878
9915,antimicrobial,treats,infectious diseases,18457054,2014-12-30 02:18:49.885215,2014-12-30 02:18:49.885215
10790,antimuscarinic,augments,bladder capacity,17870108,2014-12-30 02:19:10.299934,2014-12-30 02:19:10.299934
10800,antimuscarinic,inhibits,overactivity,17870108,2014-12-30 02:19:10.414207,2014-12-30 02:19:10.414207
10797,antimuscarinic,isa,drug,17870108,2014-12-30 02:19:10.379165,2014-12-30 02:19:10.379165
10788,antimuscarinic,isa,drugs,17870108,2014-12-30 02:19:10.285711,2014-12-30 02:19:10.285711
10791,antimuscarinic,isa,drugs,17870108,2014-12-30 02:19:10.309359,2014-12-30 02:19:10.309359
11908,antioxidants,inhibits,nadph oxidase 4,23709595,2014-12-30 02:19:21.002638,2014-12-30 02:19:21.002638
10708,antisera,part_of,rabbit,6801104,2014-12-30 02:19:08.794212,2014-12-30 02:19:08.794212
11143,antiserum,affects,acid secretion,2623192,2014-12-30 02:19:14.136629,2014-12-30 02:19:14.136629
8771,antiserum,treats,dogs,15830600,2014-12-30 02:18:25.271237,2014-12-30 02:18:25.271237
9260,antithrombin iii,stimulates,tissue factor,7974711,2014-12-30 02:18:36.493719,2014-12-30 02:18:36.493719
8564,antithrombin iii,treats,coagulopathy,9237341,2014-12-30 02:18:16.971411,2014-12-30 02:18:16.971411
10116,antithrombin iii,treats,rat,7778131,2014-12-30 02:18:54.582869,2014-12-30 02:18:54.582869
10785,antivenin,administered_to,children,2723986,2014-12-30 02:19:10.261305,2014-12-30 02:19:10.261305
10786,antivenin,administered_to,children,8215129,2014-12-30 02:19:10.269011,2014-12-30 02:19:10.269011
9747,antivenin,administered_to,pigs,19888893,2014-12-30 02:18:45.618294,2014-12-30 02:18:45.618294
9735,antivenin,interacts_with,antivenom,1858314,2014-12-30 02:18:45.434781,2014-12-30 02:18:45.434781
11097,antivenin,isa,management,11990168,2014-12-30 02:19:13.761895,2014-12-30 02:19:13.761895
9305,antivenin,isa,therapy,17265901,2014-12-30 02:18:37.30784,2014-12-30 02:18:37.30784
11096,antivenin,isa,treatment,11990168,2014-12-30 02:19:13.750268,2014-12-30 02:19:13.750268
11055,antivenin,isa,treatment,17914147,2014-12-30 02:19:13.307362,2014-12-30 02:19:13.307362
11089,antivenin,isa,treatment,21740134,2014-12-30 02:19:13.700373,2014-12-30 02:19:13.700373
8475,antivenin,isa,treatment,8202764,2014-12-30 02:18:15.02486,2014-12-30 02:18:15.02486
9980,antivenin,isa,treatments,12051509,2014-12-30 02:18:51.655517,2014-12-30 02:18:51.655517
9742,antivenin,neg_affects,venom poisoning,2757285,2014-12-30 02:18:45.543213,2014-12-30 02:18:45.543213
11054,antivenin,part_of,agkistrodon halys,17914147,2014-12-30 02:19:13.281071,2014-12-30 02:19:13.281071
8670,antivenin,part_of,cobra,6625268,2014-12-30 02:18:22.567051,2014-12-30 02:18:22.567051
11369,antivenin,part_of,crotalid,11348818,2014-12-30 02:19:16.027657,2014-12-30 02:19:16.027657
12083,antivenin,part_of,crotalid,15634863,2014-12-30 02:19:24.270811,2014-12-30 02:19:24.270811
8837,antivenin,part_of,habu,2077181,2014-12-30 02:18:27.144657,2014-12-30 02:18:27.144657
11643,antivenin,part_of,vipera palaestinae,9663693,2014-12-30 02:19:19.057285,2014-12-30 02:19:19.057285
10787,antivenin,predisposes,anaphylactic reactions,10065242,2014-12-30 02:19:10.275774,2014-12-30 02:19:10.275774
11098,antivenin,treats,aspiration pneumonitis,11990168,2014-12-30 02:19:13.769202,2014-12-30 02:19:13.769202
11056,antivenin,treats,bites,17914147,2014-12-30 02:19:13.329523,2014-12-30 02:19:13.329523
11053,antivenin,treats,coagulopathy,9452286,2014-12-30 02:19:13.268828,2014-12-30 02:19:13.268828
9981,antivenin,treats,dogs,12051509,2014-12-30 02:18:51.678779,2014-12-30 02:18:51.678779
11340,antivenin,treats,dogs,24102941,2014-12-30 02:19:15.834658,2014-12-30 02:19:15.834658
9324,antivenin,treats,snakebite,6968356,2014-12-30 02:18:37.845948,2014-12-30 02:18:37.845948
9323,antivenins,produces,antivenin,6381754,2014-12-30 02:18:37.823064,2014-12-30 02:18:37.823064
9313,antivenom,administered_to,children,2733617,2014-12-30 02:18:37.422017,2014-12-30 02:18:37.422017
9314,antivenom,administered_to,children,2733617,2014-12-30 02:18:37.439511,2014-12-30 02:18:37.439511
10260,antivenom,administered_to,horses,9709794,2014-12-30 02:18:56.971125,2014-12-30 02:18:56.971125
11484,antivenom,administered_to,toddlers,14705838,2014-12-30 02:19:17.170043,2014-12-30 02:19:17.170043
11813,antivenom,associated_with,neuroparalysis,20701896,2014-12-30 02:19:20.225226,2014-12-30 02:19:20.225226
10250,antivenom,associated_with,snake envenomations,10326114,2014-12-30 02:18:56.805373,2014-12-30 02:18:56.805373
9472,antivenom,causes,adverse reactions,19305361,2014-12-30 02:18:40.804728,2014-12-30 02:18:40.804728
9620,antivenom,causes,anaphylactic reaction,2291986,2014-12-30 02:18:43.527918,2014-12-30 02:18:43.527918
11674,antivenom,causes,anaphylaxis,17156231,2014-12-30 02:19:19.244219,2014-12-30 02:19:19.244219
11941,antivenom,causes,recovery,9861375,2014-12-30 02:19:21.766913,2014-12-30 02:19:21.766913
10485,antivenom,compared_with,antibodies,19429250,2014-12-30 02:19:03.265742,2014-12-30 02:19:03.265742
9743,antivenom,compared_with,saline solution,12605206,2014-12-30 02:18:45.551892,2014-12-30 02:18:45.551892
10094,antivenom,compared_with,therapy,12893063,2014-12-30 02:18:54.117804,2014-12-30 02:18:54.117804
10095,antivenom,higher_than,therapy,12893063,2014-12-30 02:18:54.139218,2014-12-30 02:18:54.139218
9422,antivenom,inhibits,antivenom,7549984,2014-12-30 02:18:39.827338,2014-12-30 02:18:39.827338
10478,antivenom,interacts_with,jellyfish chironex fleckeri venom,15109889,2014-12-30 02:19:03.11394,2014-12-30 02:19:03.11394
11075,antivenom,interacts_with,venom,11525706,2014-12-30 02:19:13.584182,2014-12-30 02:19:13.584182
8698,antivenom,interacts_with,venom,8896193,2014-12-30 02:18:23.358249,2014-12-30 02:18:23.358249
11388,antivenom,isa,antibody,3833008,2014-12-30 02:19:16.177841,2014-12-30 02:19:16.177841
11486,antivenom,isa,therapies,23283277,2014-12-30 02:19:17.189914,2014-12-30 02:19:17.189914
10183,antivenom,isa,treatment,15054982,2014-12-30 02:18:55.635221,2014-12-30 02:18:55.635221
11319,antivenom,isa,treatment,3367819,2014-12-30 02:19:15.707591,2014-12-30 02:19:15.707591
10118,antivenom,isa,treatment,7778131,2014-12-30 02:18:54.620615,2014-12-30 02:18:54.620615
8706,antivenom,neg_associated_with,symptoms,9509180,2014-12-30 02:18:23.605091,2014-12-30 02:18:23.605091
10440,antivenom,neg_prevents,neuromuscular blockade,15109884,2014-12-30 02:19:01.373596,2014-12-30 02:19:01.373596
9343,antivenom,neg_treats,paralysis,16847503,2014-12-30 02:18:38.418125,2014-12-30 02:18:38.418125
9443,antivenom,neg_treats,symptoms,12676437,2014-12-30 02:18:40.385505,2014-12-30 02:18:40.385505
9425,antivenom,part_of,bothrops,11144814,2014-12-30 02:18:39.868002,2014-12-30 02:18:39.868002
9390,antivenom,part_of,bothrops,20643156,2014-12-30 02:18:39.341525,2014-12-30 02:18:39.341525
8651,antivenom,part_of,bungarus caeruleus,2389328,2014-12-30 02:18:20.438832,2014-12-30 02:18:20.438832
8650,antivenom,part_of,cobra,2389328,2014-12-30 02:18:20.404462,2014-12-30 02:18:20.404462
9299,antivenom,part_of,crotalid,12782091,2014-12-30 02:18:37.206167,2014-12-30 02:18:37.206167
9264,antivenom,part_of,crotalus durissus,9655642,2014-12-30 02:18:36.55484,2014-12-30 02:18:36.55484
8520,antivenom,part_of,death adder,16498830,2014-12-30 02:18:15.891306,2014-12-30 02:18:15.891306
9985,antivenom,part_of,echis,1276079,2014-12-30 02:18:51.752886,2014-12-30 02:18:51.752886
9750,antivenom,part_of,echis,3689023,2014-12-30 02:18:45.674538,2014-12-30 02:18:45.674538
10249,antivenom,part_of,equine,10326114,2014-12-30 02:18:56.796304,2014-12-30 02:18:56.796304
11335,antivenom,part_of,equine,15521621,2014-12-30 02:19:15.80945,2014-12-30 02:19:15.80945
9469,antivenom,part_of,equine,18028735,2014-12-30 02:18:40.769142,2014-12-30 02:18:40.769142
10115,antivenom,part_of,equine,7778131,2014-12-30 02:18:54.564191,2014-12-30 02:18:54.564191
8563,antivenom,part_of,equine,9237341,2014-12-30 02:18:16.958413,2014-12-30 02:18:16.958413
9312,antivenom,part_of,horse,2089742,2014-12-30 02:18:37.407029,2014-12-30 02:18:37.407029
11673,antivenom,part_of,king cobra,17156231,2014-12-30 02:19:19.237753,2014-12-30 02:19:19.237753
9330,antivenom,part_of,lachesis,9133709,2014-12-30 02:18:38.002504,2014-12-30 02:18:38.002504
10872,antivenom,part_of,micrurus,21225218,2014-12-30 02:19:11.295684,2014-12-30 02:19:11.295684
10030,antivenom,part_of,ovine,10188967,2014-12-30 02:18:52.685852,2014-12-30 02:18:52.685852
10866,antivenom,part_of,ovine,16982358,2014-12-30 02:19:11.192523,2014-12-30 02:19:11.192523
9265,antivenom,part_of,pit vipers,10218750,2014-12-30 02:18:36.567974,2014-12-30 02:18:36.567974
10131,antivenom,part_of,russell's viper,23212048,2014-12-30 02:18:54.852836,2014-12-30 02:18:54.852836
11336,antivenom,part_of,sheep,15521621,2014-12-30 02:19:15.814683,2014-12-30 02:19:15.814683
10120,antivenom,prevents,coagulopathy,7778131,2014-12-30 02:18:54.656546,2014-12-30 02:18:54.656546
11080,antivenom,treats,adults,15800419,2014-12-30 02:19:13.624245,2014-12-30 02:19:13.624245
11658,antivenom,treats,bites,7660450,2014-12-30 02:19:19.153961,2014-12-30 02:19:19.153961
9749,antivenom,treats,bleeding,3689023,2014-12-30 02:18:45.661749,2014-12-30 02:18:45.661749
11654,antivenom,treats,bleeding,7611559,2014-12-30 02:19:19.132593,2014-12-30 02:19:19.132593
11482,antivenom,treats,children,14705838,2014-12-30 02:19:17.159655,2014-12-30 02:19:17.159655
11079,antivenom,treats,children,15800419,2014-12-30 02:19:13.617396,2014-12-30 02:19:13.617396
10255,antivenom,treats,coagulopathy,18190937,2014-12-30 02:18:56.883954,2014-12-30 02:18:56.883954
9400,antivenom,treats,coagulopathy,23586640,2014-12-30 02:18:39.484702,2014-12-30 02:18:39.484702
9748,antivenom,treats,coagulopathy,3689023,2014-12-30 02:18:45.635807,2014-12-30 02:18:45.635807
8565,antivenom,treats,coagulopathy,9237341,2014-12-30 02:18:16.984704,2014-12-30 02:18:16.984704
8566,antivenom,treats,coagulopathy,9237341,2014-12-30 02:18:16.998026,2014-12-30 02:18:16.998026
9738,antivenom,treats,herpetologists,1858314,2014-12-30 02:18:45.485003,2014-12-30 02:18:45.485003
9998,antivenom,treats,maternal,18631310,2014-12-30 02:18:52.034788,2014-12-30 02:18:52.034788
9446,antivenom,treats,network,12676437,2014-12-30 02:18:40.435147,2014-12-30 02:18:40.435147
10196,antivenom,treats,neurological symptoms,18689308,2014-12-30 02:18:55.93431,2014-12-30 02:18:55.93431
11812,antivenom,treats,paralysis,20701896,2014-12-30 02:19:20.22009,2014-12-30 02:19:20.22009
9309,antivenom,treats,poisoning,656831,2014-12-30 02:18:37.361404,2014-12-30 02:18:37.361404
11316,antivenom,treats,poisonings,12841560,2014-12-30 02:19:15.672132,2014-12-30 02:19:15.672132
10162,antivenom,treats,rabbits,6503783,2014-12-30 02:18:55.346446,2014-12-30 02:18:55.346446
10117,antivenom,treats,rat,7778131,2014-12-30 02:18:54.600846,2014-12-30 02:18:54.600846
10256,antivenom,treats,snake bite,18190937,2014-12-30 02:18:56.896289,2014-12-30 02:18:56.896289
11318,antivenom,treats,snake-bite envenomation,3367819,2014-12-30 02:19:15.702023,2014-12-30 02:19:15.702023
9736,antivenom,treats,snake-bite,1858314,2014-12-30 02:18:45.449459,2014-12-30 02:18:45.449459
11076,antivenom,treats,snakebite,11525706,2014-12-30 02:19:13.591313,2014-12-30 02:19:13.591313
9378,antivenom,treats,snakebite,19545426,2014-12-30 02:18:39.15142,2014-12-30 02:18:39.15142
11083,antivenom,treats,snakebites,15800419,2014-12-30 02:19:13.645199,2014-12-30 02:19:13.645199
9229,antivenom,treats,spider envenomation,12165044,2014-12-30 02:18:36.000858,2014-12-30 02:18:36.000858
11404,antivenom,treats,symptom,22352727,2014-12-30 02:19:16.462761,2014-12-30 02:19:16.462761
10172,antivenom,treats,symptoms,12175614,2014-12-30 02:18:55.480504,2014-12-30 02:18:55.480504
10184,antivenom,treats,syndrome,15054982,2014-12-30 02:18:55.660808,2014-12-30 02:18:55.660808
11339,antivenom,treats,toxic effects,19681776,2014-12-30 02:19:15.829724,2014-12-30 02:19:15.829724
9737,antivenom,treats,victims,1858314,2014-12-30 02:18:45.464391,2014-12-30 02:18:45.464391
9379,antivenom,treats,victims,19545426,2014-12-30 02:18:39.175453,2014-12-30 02:18:39.175453
10065,antivenom,treats,victims,7725329,2014-12-30 02:18:53.393424,2014-12-30 02:18:53.393424
11368,antivenom,treats,victims,9209224,2014-12-30 02:19:16.022097,2014-12-30 02:19:16.022097
9751,antivenom,treats,west africa,3689023,2014-12-30 02:18:45.691448,2014-12-30 02:18:45.691448
9997,antivenom,treats,women,18631310,2014-12-30 02:18:52.008359,2014-12-30 02:18:52.008359
11487,antivenom,uses,antivenom,23283277,2014-12-30 02:19:17.195011,2014-12-30 02:19:17.195011
8468,antivenomous,causes,acute renal failure,2651763,2014-12-30 02:18:14.914506,2014-12-30 02:18:14.914506
11810,antivenoms,interacts_with,venom,20890557,2014-12-30 02:19:20.208126,2014-12-30 02:19:20.208126
9946,antivenoms,interacts_with,venom,943796,2014-12-30 02:18:50.634195,2014-12-30 02:18:50.634195
10217,antivenoms,isa,treatment,21762981,2014-12-30 02:18:56.302486,2014-12-30 02:18:56.302486
9328,antivenoms,isa,treatment,8327649,2014-12-30 02:18:37.923994,2014-12-30 02:18:37.923994
9327,antivenoms,part_of,bothrops,8327649,2014-12-30 02:18:37.899079,2014-12-30 02:18:37.899079
9326,antivenoms,part_of,snakes,8327649,2014-12-30 02:18:37.878761,2014-12-30 02:18:37.878761
9308,antivenoms,treats,bites,656831,2014-12-30 02:18:37.348076,2014-12-30 02:18:37.348076
10252,antivenoms,treats,snake bite,18190937,2014-12-30 02:18:56.834835,2014-12-30 02:18:56.834835
11085,antivenoms,treats,snake bite,19606002,2014-12-30 02:19:13.660284,2014-12-30 02:19:13.660284
10218,antivenoms,treats,spider envenomation,21762981,2014-12-30 02:18:56.318153,2014-12-30 02:18:56.318153
7243,apamin,affects,ap,23918150,2014-12-30 02:17:59.064973,2014-12-30 02:17:59.064973
11299,apamin,affects,lungs,8560501,2014-12-30 02:19:15.540926,2014-12-30 02:19:15.540926
11127,apamin,affects,neurons,9092604,2014-12-30 02:19:14.000058,2014-12-30 02:19:14.000058
7244,apamin,associated_with,ap,23918150,2014-12-30 02:17:59.074666,2014-12-30 02:17:59.074666
11107,apamin,augments,excitability,15180477,2014-12-30 02:19:13.846775,2014-12-30 02:19:13.846775
11302,apamin,causes,sleep cycle disturbances,8930341,2014-12-30 02:19:15.578374,2014-12-30 02:19:15.578374
7246,apamin,disrupts,pancreatitis,23918150,2014-12-30 02:17:59.084821,2014-12-30 02:17:59.084821
11300,apamin,disrupts,paradoxical sleep,8930341,2014-12-30 02:19:15.563786,2014-12-30 02:19:15.563786
11301,apamin,disrupts,slow sleep,8930341,2014-12-30 02:19:15.571223,2014-12-30 02:19:15.571223
11303,apamin,inhibits,calcium-activated potassium channels,11165532,2014-12-30 02:19:15.583635,2014-12-30 02:19:15.583635
11133,apamin,interacts_with,agmatine,17761162,2014-12-30 02:19:14.05423,2014-12-30 02:19:14.05423
11105,apamin,isa,toxins,15180477,2014-12-30 02:19:13.832831,2014-12-30 02:19:13.832831
7245,apamin,stimulates,jnk,23918150,2014-12-30 02:17:59.079754,2014-12-30 02:17:59.079754
9617,apc inhibitor,associated_with,complications,22416129,2014-12-30 02:18:43.492813,2014-12-30 02:18:43.492813
12100,apoe,disrupts,adhesion,20068138,2014-12-30 02:19:24.561242,2014-12-30 02:19:24.561242
12060,apolipoprotein b-100,produces,apolipoprotein b-48,22492091,2014-12-30 02:19:23.924699,2014-12-30 02:19:23.924699
11219,applaggin,interacts_with,glycoprotein iib/iiia receptor,8246155,2014-12-30 02:19:14.857752,2014-12-30 02:19:14.857752
11221,applaggin,prevents,carotid artery thrombosis,8246155,2014-12-30 02:19:14.87239,2014-12-30 02:19:14.87239
11220,applaggin,stimulates,binding sites,8246155,2014-12-30 02:19:14.863727,2014-12-30 02:19:14.863727
8841,aprotinin,causes,toxicity,6083965,2014-12-30 02:18:27.2148,2014-12-30 02:18:27.2148
8866,aprotinin,compared_with,aprotinin,19236611,2014-12-30 02:18:27.737589,2014-12-30 02:18:27.737589
8870,aprotinin,disrupts,fibrinolysis,19236611,2014-12-30 02:18:27.827175,2014-12-30 02:18:27.827175
8857,aprotinin,inhibits,bradykinin,9637372,2014-12-30 02:18:27.476505,2014-12-30 02:18:27.476505
8872,aprotinin,inhibits,plasmin,19236611,2014-12-30 02:18:27.861167,2014-12-30 02:18:27.861167
8864,aprotinin,inhibits,protease,19236611,2014-12-30 02:18:27.59822,2014-12-30 02:18:27.59822
8869,aprotinin,inhibits,protease,19236611,2014-12-30 02:18:27.820261,2014-12-30 02:18:27.820261
8865,aprotinin,isa,plasmin inhibitor,19236611,2014-12-30 02:18:27.617926,2014-12-30 02:18:27.617926
8852,aprotinin,neg_prevents,arterial hypertension,9440240,2014-12-30 02:18:27.376473,2014-12-30 02:18:27.376473
8871,aprotinin,treats,blood loss,19236611,2014-12-30 02:18:27.841858,2014-12-30 02:18:27.841858
10002,apyrase,administered_to,control animals,15389120,2014-12-30 02:18:52.097928,2014-12-30 02:18:52.097928
9886,arachidonic acid,interacts_with,tpa,1475278,2014-12-30 02:18:49.291401,2014-12-30 02:18:49.291401
9278,arachidonic acid,stimulates,compound 48/80,7537590,2014-12-30 02:18:36.788187,2014-12-30 02:18:36.788187
8374,arg-gly-asp,coexists_with,snake venoms,9425723,2014-12-30 02:18:12.803568,2014-12-30 02:18:12.803568
10015,arg-gly-asp,interacts_with,integrins,8191932,2014-12-30 02:18:52.372337,2014-12-30 02:18:52.372337
10016,arg-gly-asp,part_of,osteoclasts,8191932,2014-12-30 02:18:52.393302,2014-12-30 02:18:52.393302
10220,arginine methyl ester,inhibits,n-type calcium channel,21975567,2014-12-30 02:18:56.35521,2014-12-30 02:18:56.35521
9788,arginine,associated_with,diabetes mellitus,17870107,2014-12-30 02:18:46.836775,2014-12-30 02:18:46.836775
10318,arthritis-induced pain,treats,humans,21749865,2014-12-30 02:18:58.291183,2014-12-30 02:18:58.291183
10749,artificial tears,treats,keratoconjunctivitis sicca,3283426,2014-12-30 02:19:09.816177,2014-12-30 02:19:09.816177
10750,artificial tears,treats,sjogren's syndrome,3283426,2014-12-30 02:19:09.824654,2014-12-30 02:19:09.824654
8456,arvin,affects,hemorheological,2078376,2014-12-30 02:18:14.561544,2014-12-30 02:18:14.561544
8279,arvin,affects,red cells,6948396,2014-12-30 02:18:11.33046,2014-12-30 02:18:11.33046
8463,arvin,associated_with,deep vein thrombosis,4886628,2014-12-30 02:18:14.808104,2014-12-30 02:18:14.808104
8177,arvin,isa,ancrod,1839548,2014-12-30 02:18:09.228018,2014-12-30 02:18:09.228018
8208,arvin,isa,ancrod,2818066,2014-12-30 02:18:09.864854,2014-12-30 02:18:09.864854
8111,arvin,isa,ancrod,484913,2014-12-30 02:18:07.692371,2014-12-30 02:18:07.692371
8248,arvin,isa,ancrod,5485178,2014-12-30 02:18:10.693828,2014-12-30 02:18:10.693828
8118,arvin,isa,ancrod,577626,2014-12-30 02:18:07.815846,2014-12-30 02:18:07.815846
8280,arvin,isa,ancrod,7038977,2014-12-30 02:18:11.33858,2014-12-30 02:18:11.33858
8125,arvin,isa,ancrod,725844,2014-12-30 02:18:08.046848,2014-12-30 02:18:08.046848
8297,arvin,isa,ancrod,7979757,2014-12-30 02:18:11.547481,2014-12-30 02:18:11.547481
8464,arvin,isa,treatment,4886628,2014-12-30 02:18:14.82187,2014-12-30 02:18:14.82187
8277,arvin,isa,treatment,6948396,2014-12-30 02:18:11.314339,2014-12-30 02:18:11.314339
8455,arvin,treats,gangrene,831951,2014-12-30 02:18:14.50169,2014-12-30 02:18:14.50169
8179,arvin,treats,ischemic stroke,1839548,2014-12-30 02:18:09.278481,2014-12-30 02:18:09.278481
8457,arvin,treats,thromboses,2078376,2014-12-30 02:18:14.634886,2014-12-30 02:18:14.634886
8465,arvin,uses,arvin,4886628,2014-12-30 02:18:14.829239,2014-12-30 02:18:14.829239
8278,arvin,uses,arvin,6948396,2014-12-30 02:18:11.320272,2014-12-30 02:18:11.320272
8450,arwin,affects,peripheral arterial occlusive disease,786664,2014-12-30 02:18:14.112222,2014-12-30 02:18:14.112222
8453,arwin,associated_with,circulatory disorders,786664,2014-12-30 02:18:14.335042,2014-12-30 02:18:14.335042
8449,arwin,associated_with,unstable angina,716435,2014-12-30 02:18:13.758952,2014-12-30 02:18:13.758952
8451,arwin,compared_with,conservative therapy,786664,2014-12-30 02:18:14.158815,2014-12-30 02:18:14.158815
8452,arwin,higher_than,conservative therapy,786664,2014-12-30 02:18:14.281492,2014-12-30 02:18:14.281492
8122,arwin,isa,ancrod,651769,2014-12-30 02:18:07.861724,2014-12-30 02:18:07.861724
8447,arwin,treats,peripheral arterial occlusive disease,101819,2014-12-30 02:18:13.741122,2014-12-30 02:18:13.741122
10948,aspartate aminotransferase,affects,heart,20060851,2014-12-30 02:19:12.268912,2014-12-30 02:19:12.268912
10950,aspartate aminotransferase,affects,lungs,20060851,2014-12-30 02:19:12.284802,2014-12-30 02:19:12.284802
11744,aspartate,interacts_with,cilnidipine,19166832,2014-12-30 02:19:19.789089,2014-12-30 02:19:19.789089
14147,aspartic acid,associated_with,glioblastoma multiforme,18981465,2014-12-30 02:19:49.336856,2014-12-30 02:19:49.336856
9431,aspercetin,causes,edema,11341509,2014-12-30 02:18:40.211365,2014-12-30 02:18:40.211365
9432,aspercetin,causes,hemorrhage,11341509,2014-12-30 02:18:40.23443,2014-12-30 02:18:40.23443
9430,aspercetin,causes,myonecrosis,11341509,2014-12-30 02:18:40.196586,2014-12-30 02:18:40.196586
10284,ast,isa,aminotransferase,23218888,2014-12-30 02:18:57.347916,2014-12-30 02:18:57.347916
10956,ast,predisposes,hepatic injury,23444782,2014-12-30 02:19:12.432018,2014-12-30 02:19:12.432018
8528,asv,part_of,asv,18715131,2014-12-30 02:18:16.021319,2014-12-30 02:18:16.021319
11773,asymmetric dimethylarginine,inhibits,nitric oxide synthase,23159951,2014-12-30 02:19:19.988981,2014-12-30 02:19:19.988981
10280,atp,augments,nociceptors,20860671,2014-12-30 02:18:57.293601,2014-12-30 02:18:57.293601
7911,atp,coexists_with,bombesin,16040630,2014-12-30 02:18:05.92245,2014-12-30 02:18:05.92245
7912,atp,coexists_with,grp,16040630,2014-12-30 02:18:05.928846,2014-12-30 02:18:05.928846
