id,venom,effect,pmid,created_at,updated_at
9932,immunoglobulin m,neuropathy,22172144,2014-12-30 01:39:44.30884,2014-12-30 01:39:44.30884
9933,family formicidae - ant,nephrosis,2185577,2014-12-30 01:39:44.315378,2014-12-30 01:39:44.315378
9934,family formicidae - ant,allergic disposition,2185577,2014-12-30 01:39:44.321998,2014-12-30 01:39:44.321998
9935,family formicidae - ant,nephrotic syndrome,2185577,2014-12-30 01:39:44.328543,2014-12-30 01:39:44.328543
9936,family formicidae - ant,hypotension,6194197,2014-12-30 01:39:44.335614,2014-12-30 01:39:44.335614
9937,family formicidae - ant,anaphylactoid reaction,9109704,2014-12-30 01:39:44.342234,2014-12-30 01:39:44.342234
9938,family formicidae - ant,allergic reaction,9109704,2014-12-30 01:39:44.350289,2014-12-30 01:39:44.350289
9939,family formicidae - ant,stress,9662108,2014-12-30 01:39:44.357032,2014-12-30 01:39:44.357032
9940,family formicidae - ant,anaphylactoid reaction,9662108,2014-12-30 01:39:44.363485,2014-12-30 01:39:44.363485
9941,family formicidae - ant,social / personal history observable,11130146,2014-12-30 01:39:44.370103,2014-12-30 01:39:44.370103
9942,family formicidae - ant,dyspnoea,11130146,2014-12-30 01:39:44.376507,2014-12-30 01:39:44.376507
9943,family formicidae - ant,allergic disposition,11130146,2014-12-30 01:39:44.382999,2014-12-30 01:39:44.382999
9944,family formicidae - ant,red color,12064982,2014-12-30 01:39:44.389563,2014-12-30 01:39:44.389563
9945,family formicidae - ant,anaphylactoid reaction,12064982,2014-12-30 01:39:44.50218,2014-12-30 01:39:44.50218
9946,family formicidae - ant,anaphylactoid reaction,16197464,2014-12-30 01:39:44.509523,2014-12-30 01:39:44.509523
9947,family formicidae - ant,allergic reaction,16197464,2014-12-30 01:39:44.516219,2014-12-30 01:39:44.516219
9948,family formicidae - ant,allergic disposition,16197464,2014-12-30 01:39:44.52388,2014-12-30 01:39:44.52388
9949,family formicidae - ant,quality of life satisfaction,16197464,2014-12-30 01:39:44.531297,2014-12-30 01:39:44.531297
9950,family formicidae - ant,urticaria pigmentosa,16197464,2014-12-30 01:39:44.53822,2014-12-30 01:39:44.53822
9951,family formicidae - ant,mast cell hyperplasia,16197464,2014-12-30 01:39:44.546486,2014-12-30 01:39:44.546486
9952,family formicidae - ant,rash erythematous,17265905,2014-12-30 01:39:44.553258,2014-12-30 01:39:44.553258
9953,family formicidae - ant,anaphylactoid reaction,17265905,2014-12-30 01:39:44.560126,2014-12-30 01:39:44.560126
9954,family formicidae - ant,allergic reaction,17265905,2014-12-30 01:39:44.567092,2014-12-30 01:39:44.567092
9955,family formicidae - ant,red color,17724887,2014-12-30 01:39:44.574603,2014-12-30 01:39:44.574603
9956,family formicidae - ant,circulatory failure,17724887,2014-12-30 01:39:44.581658,2014-12-30 01:39:44.581658
9957,family formicidae - ant,hypotension,17724887,2014-12-30 01:39:44.588797,2014-12-30 01:39:44.588797
9958,family formicidae - ant,anaphylactoid reaction,17724887,2014-12-30 01:39:44.596719,2014-12-30 01:39:44.596719
9959,family formicidae - ant,swelling,17724887,2014-12-30 01:39:44.603614,2014-12-30 01:39:44.603614
9960,family formicidae - ant,encephalomyelitis,17724887,2014-12-30 01:39:44.611098,2014-12-30 01:39:44.611098
9961,family formicidae - ant,urticaria,17724887,2014-12-30 01:39:44.617635,2014-12-30 01:39:44.617635
9962,family formicidae - ant,bronchospasm,17724887,2014-12-30 01:39:44.624157,2014-12-30 01:39:44.624157
9963,family formicidae - ant,ischemia,17724887,2014-12-30 01:39:44.630715,2014-12-30 01:39:44.630715
9964,family formicidae - ant,diarrhoea,17724887,2014-12-30 01:39:44.637449,2014-12-30 01:39:44.637449
9965,family formicidae - ant,mental state finding,17724887,2014-12-30 01:39:44.644801,2014-12-30 01:39:44.644801
9966,family formicidae - ant,oedema,17724887,2014-12-30 01:39:44.651261,2014-12-30 01:39:44.651261
9967,family formicidae - ant,loss of consciousness,17724887,2014-12-30 01:39:44.657822,2014-12-30 01:39:44.657822
9968,family formicidae - ant,headache,17724887,2014-12-30 01:39:44.664666,2014-12-30 01:39:44.664666
9969,family formicidae - ant,plague,18596594,2014-12-30 01:39:44.671881,2014-12-30 01:39:44.671881
9970,family formicidae - ant,mobility,18596594,2014-12-30 01:39:44.678385,2014-12-30 01:39:44.678385
9971,family formicidae - ant,asthma,19852199,2014-12-30 01:39:44.685145,2014-12-30 01:39:44.685145
9972,family formicidae - ant,tetanus,19852199,2014-12-30 01:39:44.691918,2014-12-30 01:39:44.691918
9973,family formicidae - ant,allergic disposition,19852199,2014-12-30 01:39:44.698833,2014-12-30 01:39:44.698833
9974,family formicidae - ant,anaphylactoid reaction,20451988,2014-12-30 01:39:44.705973,2014-12-30 01:39:44.705973
9975,family formicidae - ant,loss of consciousness,20451988,2014-12-30 01:39:44.717131,2014-12-30 01:39:44.717131
9976,family formicidae - ant,hypotension,20595468,2014-12-30 01:39:44.724285,2014-12-30 01:39:44.724285
9977,family formicidae - ant,anaphylactoid reaction,20595468,2014-12-30 01:39:44.730953,2014-12-30 01:39:44.730953
9978,family formicidae - ant,chronic inflammatory disorder,21756243,2014-12-30 01:39:44.737502,2014-12-30 01:39:44.737502
9979,family formicidae - ant,arthritis,21756243,2014-12-30 01:39:44.747868,2014-12-30 01:39:44.747868
9980,family formicidae - ant,circulatory failure,22890734,2014-12-30 01:39:44.755059,2014-12-30 01:39:44.755059
9981,family formicidae - ant,articulation,22890734,2014-12-30 01:39:44.761872,2014-12-30 01:39:44.761872
9982,family formicidae - ant,ankylosis,22890734,2014-12-30 01:39:44.768461,2014-12-30 01:39:44.768461
9983,family formicidae - ant,dermatitis,22890734,2014-12-30 01:39:44.775083,2014-12-30 01:39:44.775083
9984,family formicidae - ant,tunga penetrans infestation,22890734,2014-12-30 01:39:44.782034,2014-12-30 01:39:44.782034
9985,family formicidae - ant,eczema,22890734,2014-12-30 01:39:44.788455,2014-12-30 01:39:44.788455
9986,family formicidae - ant,infestation by fly larvae,22890734,2014-12-30 01:39:44.795274,2014-12-30 01:39:44.795274
9987,family formicidae - ant,rheumatism,22960549,2014-12-30 01:39:44.801933,2014-12-30 01:39:44.801933
9988,family formicidae - ant,red color,23665605,2014-12-30 01:39:44.808504,2014-12-30 01:39:44.808504
9989,family formicidae - ant,angioedema,23665605,2014-12-30 01:39:44.81499,2014-12-30 01:39:44.81499
9990,family formicidae - ant,anaphylactoid reaction,23665605,2014-12-30 01:39:44.821674,2014-12-30 01:39:44.821674
9991,physalaemin,drinking,2207700,2014-12-30 01:39:44.828371,2014-12-30 01:39:44.828371
9992,physalaemin,water intake,2207700,2014-12-30 01:39:44.834903,2014-12-30 01:39:44.834903
9993,physalaemin,menstruation,2436762,2014-12-30 01:39:44.841557,2014-12-30 01:39:44.841557
9994,physalaemin,small cell carcinoma of lung,2436762,2014-12-30 01:39:44.84837,2014-12-30 01:39:44.84837
9995,physalaemin,vascular flow,2927238,2014-12-30 01:39:44.855032,2014-12-30 01:39:44.855032
9996,physalaemin,arterial blood pressure,2927238,2014-12-30 01:39:44.86154,2014-12-30 01:39:44.86154
9997,physalaemin,dehydration,3963799,2014-12-30 01:39:44.868138,2014-12-30 01:39:44.868138
9998,physalaemin,water intake,3963799,2014-12-30 01:39:44.874619,2014-12-30 01:39:44.874619
9999,physalaemin,drinking,3963799,2014-12-30 01:39:44.881666,2014-12-30 01:39:44.881666
10000,physalaemin,facilitation,10594315,2014-12-30 01:39:44.888414,2014-12-30 01:39:44.888414
10001,physalaemin,salivary secretion,10822362,2014-12-30 01:39:44.895098,2014-12-30 01:39:44.895098
10002,physalaemin,saliva increased,10822362,2014-12-30 01:39:44.902018,2014-12-30 01:39:44.902018
10003,agkistrodon acutus,acute myocardial infarction,2209234,2014-12-30 01:39:44.9087,2014-12-30 01:39:44.9087
10004,agkistrodon acutus,petechia,2209234,2014-12-30 01:39:44.915386,2014-12-30 01:39:44.915386
10005,agkistrodon acutus,blood in urine,2209234,2014-12-30 01:39:44.921876,2014-12-30 01:39:44.921876
10006,agkistrodon acutus,carotid artery thrombosis,15916735,2014-12-30 01:39:44.928525,2014-12-30 01:39:44.928525
10007,agkistrodon acutus,dissem. intravasc. coagulation,17964518,2014-12-30 01:39:44.935484,2014-12-30 01:39:44.935484
10008,agkistrodon acutus,disseminated intravascular coagulation,17964518,2014-12-30 01:39:44.942164,2014-12-30 01:39:44.942164
10009,mechlorethamine hydrochloride,renal function,2225555,2014-12-30 01:39:44.948756,2014-12-30 01:39:44.948756
10010,mechlorethamine hydrochloride,blood pressure,2225555,2014-12-30 01:39:44.959937,2014-12-30 01:39:44.959937
10011,mechlorethamine hydrochloride,sle glomerulonephritis syndrome,2225555,2014-12-30 01:39:44.966613,2014-12-30 01:39:44.966613
10012,mechlorethamine hydrochloride,kidney disease,2225555,2014-12-30 01:39:44.973757,2014-12-30 01:39:44.973757
10013,antiplasmin,renal function,2225555,2014-12-30 01:39:44.980049,2014-12-30 01:39:44.980049
10014,antiplasmin,blood pressure,2225555,2014-12-30 01:39:44.986357,2014-12-30 01:39:44.986357
10015,antiplasmin,sle glomerulonephritis syndrome,2225555,2014-12-30 01:39:44.992626,2014-12-30 01:39:44.992626
10016,antiplasmin,kidney disease,2225555,2014-12-30 01:39:44.998834,2014-12-30 01:39:44.998834
10017,antiplasmin,albuminuria,3078212,2014-12-30 01:39:45.005148,2014-12-30 01:39:45.005148
10018,antiplasmin,sle glomerulonephritis syndrome,3078212,2014-12-30 01:39:45.011753,2014-12-30 01:39:45.011753
10019,antiplasmin,glomerulonephritis,3078212,2014-12-30 01:39:45.018334,2014-12-30 01:39:45.018334
10020,antiplasmin,proteinuria,3078212,2014-12-30 01:39:45.025065,2014-12-30 01:39:45.025065
10021,antiplasmin,renal function,3078212,2014-12-30 01:39:45.032316,2014-12-30 01:39:45.032316
10022,antiplasmin,recruitment,3871465,2014-12-30 01:39:45.038802,2014-12-30 01:39:45.038802
10023,antiplasmin,hypofibrinogenemia,3871465,2014-12-30 01:39:45.045334,2014-12-30 01:39:45.045334
10024,antiplasmin,systemic lupus erythematosus,3871465,2014-12-30 01:39:45.051925,2014-12-30 01:39:45.051925
10025,antiplasmin,systemic lupus erythematosus,3968467,2014-12-30 01:39:45.058897,2014-12-30 01:39:45.058897
10026,antiplasmin,glomerulonephritis,3968467,2014-12-30 01:39:45.065713,2014-12-30 01:39:45.065713
10027,antiplasmin,renal function,3968467,2014-12-30 01:39:45.073412,2014-12-30 01:39:45.073412
10028,antiplasmin,blood pressure,3968467,2014-12-30 01:39:45.08034,2014-12-30 01:39:45.08034
10029,antiplasmin,proliferative glomerulonephritis,3968467,2014-12-30 01:39:45.087938,2014-12-30 01:39:45.087938
10030,antiplasmin,kidney disease,3968467,2014-12-30 01:39:45.096414,2014-12-30 01:39:45.096414
10031,antiplasmin,disorder involving the fibrinolytic system,3968467,2014-12-30 01:39:45.103284,2014-12-30 01:39:45.103284
10032,antiplasmin,afibrinogenemia,6537796,2014-12-30 01:39:45.110361,2014-12-30 01:39:45.110361
10033,antiplasmin,disseminated intravascular coagulation,6537796,2014-12-30 01:39:45.117377,2014-12-30 01:39:45.117377
10034,antiplasmin,balance,10219986,2014-12-30 01:39:45.124029,2014-12-30 01:39:45.124029
10035,antiplasmin,disseminated intravascular coagulation,10219986,2014-12-30 01:39:45.130764,2014-12-30 01:39:45.130764
10036,antiplasmin,blood coagulation disorder,12574817,2014-12-30 01:39:45.137179,2014-12-30 01:39:45.137179
10037,mechlorethamine,renal function,2225555,2014-12-30 01:39:45.14398,2014-12-30 01:39:45.14398
10038,mechlorethamine,blood pressure,2225555,2014-12-30 01:39:45.151536,2014-12-30 01:39:45.151536
10039,mechlorethamine,sle glomerulonephritis syndrome,2225555,2014-12-30 01:39:45.158122,2014-12-30 01:39:45.158122
10040,mechlorethamine,kidney disease,2225555,2014-12-30 01:39:45.164513,2014-12-30 01:39:45.164513
10041,androctonus crassicauda,muscle function,2231840,2014-12-30 01:39:45.170914,2014-12-30 01:39:45.170914
10042,androctonus crassicauda,nervousness,7725329,2014-12-30 01:39:45.179744,2014-12-30 01:39:45.179744
10043,androctonus crassicauda,rash erythematous,7725329,2014-12-30 01:39:45.186177,2014-12-30 01:39:45.186177
10044,androctonus crassicauda,blood pressure,7725329,2014-12-30 01:39:45.19392,2014-12-30 01:39:45.19392
10045,androctonus crassicauda,hydrocephalus,7725329,2014-12-30 01:39:45.200432,2014-12-30 01:39:45.200432
10046,androctonus crassicauda,feeling irritable,7725329,2014-12-30 01:39:45.2069,2014-12-30 01:39:45.2069
10047,androctonus crassicauda,hypertension,7725329,2014-12-30 01:39:45.214797,2014-12-30 01:39:45.214797
10048,androctonus crassicauda,hypertensive disorder,7725329,2014-12-30 01:39:45.223523,2014-12-30 01:39:45.223523
10049,androctonus crassicauda,coma,7725329,2014-12-30 01:39:45.22991,2014-12-30 01:39:45.22991
10050,androctonus crassicauda,heart block,7725329,2014-12-30 01:39:45.236966,2014-12-30 01:39:45.236966
10051,androctonus crassicauda,ischemia,7725329,2014-12-30 01:39:45.243584,2014-12-30 01:39:45.243584
10052,androctonus crassicauda,agitation,10444963,2014-12-30 01:39:45.249984,2014-12-30 01:39:45.249984
10053,androctonus crassicauda,abdominal pain,10444963,2014-12-30 01:39:45.256362,2014-12-30 01:39:45.256362
10054,androctonus crassicauda,leukocytosis,10444963,2014-12-30 01:39:45.262808,2014-12-30 01:39:45.262808
10055,androctonus crassicauda,muscle contractions involuntary,10444963,2014-12-30 01:39:45.269431,2014-12-30 01:39:45.269431
10056,androctonus crassicauda,dehydration,10444963,2014-12-30 01:39:45.275949,2014-12-30 01:39:45.275949
10057,androctonus crassicauda,hypertension,10444963,2014-12-30 01:39:45.282651,2014-12-30 01:39:45.282651
10058,androctonus crassicauda,encephalopathy,10444963,2014-12-30 01:39:45.289034,2014-12-30 01:39:45.289034
10059,androctonus crassicauda,hyperglycemia,10444963,2014-12-30 01:39:45.295539,2014-12-30 01:39:45.295539
10060,androctonus crassicauda,body temperature above reference range,10444963,2014-12-30 01:39:45.302012,2014-12-30 01:39:45.302012
10061,androctonus crassicauda,sweating,10444963,2014-12-30 01:39:45.308555,2014-12-30 01:39:45.308555
10062,androctonus crassicauda,heart failure,10444963,2014-12-30 01:39:45.423958,2014-12-30 01:39:45.423958
10063,androctonus crassicauda,cardiac failure,10444963,2014-12-30 01:39:45.431821,2014-12-30 01:39:45.431821
10064,androctonus crassicauda,tachycardia,10444963,2014-12-30 01:39:45.43991,2014-12-30 01:39:45.43991
10065,androctonus crassicauda,excessive sweating,10444963,2014-12-30 01:39:45.447347,2014-12-30 01:39:45.447347
10066,androctonus crassicauda,priapism,10444963,2014-12-30 01:39:45.454868,2014-12-30 01:39:45.454868
10067,androctonus crassicauda,disorder of brain,10444963,2014-12-30 01:39:45.462226,2014-12-30 01:39:45.462226
10068,androctonus crassicauda,hypertensive disorder,10444963,2014-12-30 01:39:45.469727,2014-12-30 01:39:45.469727
10069,androctonus crassicauda,salivary secretion,10444963,2014-12-30 01:39:45.477067,2014-12-30 01:39:45.477067
10070,androctonus crassicauda,coma,10444963,2014-12-30 01:39:45.485205,2014-12-30 01:39:45.485205
10071,androctonus crassicauda,tremor,10444963,2014-12-30 01:39:45.492868,2014-12-30 01:39:45.492868
10072,androctonus crassicauda,tachyarrhythmia,10444963,2014-12-30 01:39:45.500683,2014-12-30 01:39:45.500683
10073,androctonus crassicauda,saliva increased,10444963,2014-12-30 01:39:45.509185,2014-12-30 01:39:45.509185
10074,androctonus crassicauda,hypotension,10444963,2014-12-30 01:39:45.516472,2014-12-30 01:39:45.516472
10075,androctonus crassicauda,sweating increased,10444963,2014-12-30 01:39:45.523859,2014-12-30 01:39:45.523859
10076,androctonus crassicauda,hypertonia,10444963,2014-12-30 01:39:45.531511,2014-12-30 01:39:45.531511
10077,androctonus crassicauda,complaint,18500184,2014-12-30 01:39:45.544345,2014-12-30 01:39:45.544345
10078,androctonus crassicauda,pulmonary edema,19594203,2014-12-30 01:39:45.552019,2014-12-30 01:39:45.552019
10079,androctonus crassicauda,tachyarrhythmia,19594203,2014-12-30 01:39:45.559345,2014-12-30 01:39:45.559345
10080,androctonus crassicauda,cold extremities,19594203,2014-12-30 01:39:45.566676,2014-12-30 01:39:45.566676
10081,androctonus crassicauda,tachycardia,19594203,2014-12-30 01:39:45.573677,2014-12-30 01:39:45.573677
10082,androctonus crassicauda,hypoaesthesia,21748231,2014-12-30 01:39:45.580954,2014-12-30 01:39:45.580954
10083,androctonus crassicauda,somnolence,21748231,2014-12-30 01:39:45.588402,2014-12-30 01:39:45.588402
10084,androctonus crassicauda,lethargy,21748231,2014-12-30 01:39:45.595575,2014-12-30 01:39:45.595575
10085,androctonus crassicauda,rigors,21748231,2014-12-30 01:39:45.603011,2014-12-30 01:39:45.603011
10086,androctonus crassicauda,nausea,21748231,2014-12-30 01:39:45.610308,2014-12-30 01:39:45.610308
10087,androctonus crassicauda,tachycardia,21748231,2014-12-30 01:39:45.617493,2014-12-30 01:39:45.617493
10088,androctonus crassicauda,body temperature above reference range,21748231,2014-12-30 01:39:45.624611,2014-12-30 01:39:45.624611
10089,androctonus crassicauda,tachyarrhythmia,21748231,2014-12-30 01:39:45.631874,2014-12-30 01:39:45.631874
10090,androctonus crassicauda,chill,21748231,2014-12-30 01:39:45.639152,2014-12-30 01:39:45.639152
10091,hemiscorpion lepturus,hydration status,2231841,2014-12-30 01:39:45.647141,2014-12-30 01:39:45.647141
10092,antibodies,neoplasm,2233757,2014-12-30 01:39:45.653903,2014-12-30 01:39:45.653903
10093,antibodies,neuroblastoma,2233757,2014-12-30 01:39:45.660719,2014-12-30 01:39:45.660719
10094,antibodies,diphtheria,8079368,2014-12-30 01:39:45.667499,2014-12-30 01:39:45.667499
10095,antibodies,neoplasm,9413745,2014-12-30 01:39:45.675588,2014-12-30 01:39:45.675588
10096,antibodies,neuroblastoma,9413745,2014-12-30 01:39:45.682296,2014-12-30 01:39:45.682296
10097,antibodies,blood vessel permeability,12676437,2014-12-30 01:39:45.689688,2014-12-30 01:39:45.689688
10098,antibodies,circulatory failure,19328509,2014-12-30 01:39:45.696773,2014-12-30 01:39:45.696773
10099,antibodies,increased capillary permeability,19328509,2014-12-30 01:39:45.70378,2014-12-30 01:39:45.70378
10100,antibodies,hypoglycaemia,19328509,2014-12-30 01:39:45.710722,2014-12-30 01:39:45.710722
10101,antibodies,necrosis,19328509,2014-12-30 01:39:45.722669,2014-12-30 01:39:45.722669
10102,antibodies,hypoglycemia,19328509,2014-12-30 01:39:45.730023,2014-12-30 01:39:45.730023
10103,antibodies,acute renal failure syndrome,19328509,2014-12-30 01:39:45.737035,2014-12-30 01:39:45.737035
10104,antibodies,adrenal cortical hypofunction,19328509,2014-12-30 01:39:45.743996,2014-12-30 01:39:45.743996
10105,antibodies,self-harm,19328509,2014-12-30 01:39:45.751818,2014-12-30 01:39:45.751818
10106,antibodies,blood coagulation disorder,19328509,2014-12-30 01:39:45.759544,2014-12-30 01:39:45.759544
10107,antibodies,hemostatic function,19328509,2014-12-30 01:39:45.76707,2014-12-30 01:39:45.76707
10108,antibodies,adrenal insufficiency,19328509,2014-12-30 01:39:45.774657,2014-12-30 01:39:45.774657
10109,antibodies,allergic reaction,19576255,2014-12-30 01:39:45.782019,2014-12-30 01:39:45.782019
10110,antibodies,adverse reaction,20183534,2014-12-30 01:39:45.789239,2014-12-30 01:39:45.789239
10111,3f8 antibody,neoplasm,2233757,2014-12-30 01:39:45.79636,2014-12-30 01:39:45.79636
10112,3f8 antibody,neuroblastoma,2233757,2014-12-30 01:39:45.803519,2014-12-30 01:39:45.803519
10113,genus trimeresurus,balance,10219986,2014-12-30 01:39:45.810627,2014-12-30 01:39:45.810627
10114,genus trimeresurus,disseminated intravascular coagulation,10219986,2014-12-30 01:39:45.817681,2014-12-30 01:39:45.817681
10115,trimeresurus gramineus,thrombocytopenia,2584906,2014-12-30 01:39:45.824466,2014-12-30 01:39:45.824466
10116,trimeresurus gramineus,thrombocytopenic disorder,2584906,2014-12-30 01:39:45.831846,2014-12-30 01:39:45.831846
10117,trimeresurus gramineus,platelet count below reference range,2584906,2014-12-30 01:39:45.838724,2014-12-30 01:39:45.838724
10118,trimeresurus gramineus,hypovolemia,2584906,2014-12-30 01:39:45.845281,2014-12-30 01:39:45.845281
10119,trimeresurus gramineus,hypofibrinogenemia,2584906,2014-12-30 01:39:45.851885,2014-12-30 01:39:45.851885
10120,trimeresurus gramineus,acute renal failure syndrome,2584906,2014-12-30 01:39:45.858932,2014-12-30 01:39:45.858932
10121,trimeresurus gramineus,acute tubular necrosis,2584906,2014-12-30 01:39:45.865994,2014-12-30 01:39:45.865994
10122,trimeresurus gramineus,thrombocytopenia,7434080,2014-12-30 01:39:45.873642,2014-12-30 01:39:45.873642
10123,trimeresurus gramineus,dissem. intravasc. coagulation,7434080,2014-12-30 01:39:45.882416,2014-12-30 01:39:45.882416
10124,trimeresurus gramineus,thrombocytopenic disorder,7434080,2014-12-30 01:39:45.889387,2014-12-30 01:39:45.889387
10125,trimeresurus gramineus,swelling,7434080,2014-12-30 01:39:45.895966,2014-12-30 01:39:45.895966
10126,trimeresurus gramineus,acute renal failure syndrome,7434080,2014-12-30 01:39:45.902921,2014-12-30 01:39:45.902921
10127,trimeresurus gramineus,bleeding gums,7434080,2014-12-30 01:39:45.909627,2014-12-30 01:39:45.909627
10128,trimeresurus gramineus,gangrene,7434080,2014-12-30 01:39:45.917476,2014-12-30 01:39:45.917476
10129,trimeresurus gramineus,gangrenous disorder,7434080,2014-12-30 01:39:45.92494,2014-12-30 01:39:45.92494
10130,trimeresurus gramineus,platelet count below reference range,7434080,2014-12-30 01:39:45.931759,2014-12-30 01:39:45.931759
10131,trimeresurus gramineus,bullous eruption,9452286,2014-12-30 01:39:45.938373,2014-12-30 01:39:45.938373
10132,trimeresurus gramineus,thrombocytopenia,9452286,2014-12-30 01:39:45.946197,2014-12-30 01:39:45.946197
10133,trimeresurus gramineus,thrombocytopenic disorder,9452286,2014-12-30 01:39:45.953097,2014-12-30 01:39:45.953097
10134,trimeresurus gramineus,allergic disposition,9452286,2014-12-30 01:39:45.959803,2014-12-30 01:39:45.959803
10135,trimeresurus gramineus,platelet count below reference range,9452286,2014-12-30 01:39:45.967379,2014-12-30 01:39:45.967379
10136,trimeresurus gramineus,necrosis,9452286,2014-12-30 01:39:45.974464,2014-12-30 01:39:45.974464
10137,trimeresurus gramineus,infection,9452286,2014-12-30 01:39:45.980928,2014-12-30 01:39:45.980928
10138,trimeresurus gramineus,asymptomatic,9452286,2014-12-30 01:39:45.988363,2014-12-30 01:39:45.988363
10139,trimeresurus gramineus,blood coagulation disorder,9452286,2014-12-30 01:39:45.995728,2014-12-30 01:39:45.995728
10140,trimeresurus gramineus,infectious disease,9452286,2014-12-30 01:39:46.003413,2014-12-30 01:39:46.003413
10141,trimeresurus gramineus,secondary infection,9452286,2014-12-30 01:39:46.010353,2014-12-30 01:39:46.010353
10142,trimeresurus gramineus,balance,10219986,2014-12-30 01:39:46.017329,2014-12-30 01:39:46.017329
10143,trimeresurus gramineus,disseminated intravascular coagulation,10219986,2014-12-30 01:39:46.02449,2014-12-30 01:39:46.02449
10144,trimeresurus gramineus,disseminated intravascular coagulation,17914147,2014-12-30 01:39:46.031335,2014-12-30 01:39:46.031335
10145,trimeresurus gramineus,blood coagulation disorder,17914147,2014-12-30 01:39:46.039026,2014-12-30 01:39:46.039026
10146,trimeresurus gramineus,hypotension,18620959,2014-12-30 01:39:46.045957,2014-12-30 01:39:46.045957
10147,trimeresurus gramineus,albuminuria,18620959,2014-12-30 01:39:46.053741,2014-12-30 01:39:46.053741
10148,trimeresurus gramineus,vasculitis,18620959,2014-12-30 01:39:46.061605,2014-12-30 01:39:46.061605
10149,trimeresurus gramineus,necrosis,18620959,2014-12-30 01:39:46.068882,2014-12-30 01:39:46.068882
10150,trimeresurus gramineus,disseminated intravascular coagulation,18620959,2014-12-30 01:39:46.076412,2014-12-30 01:39:46.076412
10151,trimeresurus gramineus,ischemia,18620959,2014-12-30 01:39:46.085371,2014-12-30 01:39:46.085371
10152,trimeresurus gramineus,intravascular hemolysis,18620959,2014-12-30 01:39:46.092197,2014-12-30 01:39:46.092197
10153,trimeresurus gramineus,proteinuria,18620959,2014-12-30 01:39:46.098962,2014-12-30 01:39:46.098962
10154,trimeresurus gramineus,interstitial nephritis,18620959,2014-12-30 01:39:46.107248,2014-12-30 01:39:46.107248
10155,trimeresurus gramineus,glomerulonephritis,18620959,2014-12-30 01:39:46.114648,2014-12-30 01:39:46.114648
10156,trimeresurus gramineus,kidney disease,18620959,2014-12-30 01:39:46.122315,2014-12-30 01:39:46.122315
10157,trimeresurus gramineus,blood in urine,18620959,2014-12-30 01:39:46.129829,2014-12-30 01:39:46.129829
10158,trimeresurus gramineus,rhabdomyolysis,18620959,2014-12-30 01:39:46.137796,2014-12-30 01:39:46.137796
10159,radionuclide,heart failure,2260099,2014-12-30 01:39:46.145931,2014-12-30 01:39:46.145931
10160,radionuclide,cardiac failure,2260099,2014-12-30 01:39:46.153614,2014-12-30 01:39:46.153614
10161,radionuclide,respiratory failure,2260099,2014-12-30 01:39:46.161132,2014-12-30 01:39:46.161132
10162,radionuclide,pulmonary edema,2260099,2014-12-30 01:39:46.168694,2014-12-30 01:39:46.168694
10163,radionuclide,myocardial ischemia,2260099,2014-12-30 01:39:46.176395,2014-12-30 01:39:46.176395
10164,radionuclide,hypertension,2260099,2014-12-30 01:39:46.184197,2014-12-30 01:39:46.184197
10165,radionuclide,hypertensive disorder,2260099,2014-12-30 01:39:46.191635,2014-12-30 01:39:46.191635
10166,radionuclide,respiratory insufficiency,2260099,2014-12-30 01:39:46.199898,2014-12-30 01:39:46.199898
10167,arginine esterase,hemostatic function,2282093,2014-12-30 01:39:46.207027,2014-12-30 01:39:46.207027
10168,arginine esterase,atherosclerosis,2282093,2014-12-30 01:39:46.21406,2014-12-30 01:39:46.21406
10169,arginine esterase,steatosis of liver,2282093,2014-12-30 01:39:46.232258,2014-12-30 01:39:46.232258
10170,arginine esterase,atherosclerosis,7555240,2014-12-30 01:39:46.240236,2014-12-30 01:39:46.240236
10171,arginine esterase,coronary artery thrombosis,7555240,2014-12-30 01:39:46.247419,2014-12-30 01:39:46.247419
10172,arginine esterase,renal blood flow,17078988,2014-12-30 01:39:46.254704,2014-12-30 01:39:46.254704
10173,arginine esterase,tubular reabsorption,17078988,2014-12-30 01:39:46.263297,2014-12-30 01:39:46.263297
10174,arginine esterase,glomerular filtration,17078988,2014-12-30 01:39:46.271656,2014-12-30 01:39:46.271656
10175,agkistrodon halys,hemostatic function,2282093,2014-12-30 01:39:46.279373,2014-12-30 01:39:46.279373
10176,agkistrodon halys,atherosclerosis,2282093,2014-12-30 01:39:46.286257,2014-12-30 01:39:46.286257
10177,agkistrodon halys,steatosis of liver,2282093,2014-12-30 01:39:46.292808,2014-12-30 01:39:46.292808
10178,agkistrodon halys,neoplasm,10944460,2014-12-30 01:39:46.396688,2014-12-30 01:39:46.396688
10179,agkistrodon halys,malignant melanoma,10944460,2014-12-30 01:39:46.413494,2014-12-30 01:39:46.413494
10180,agkistrodon halys,dermatitis,14577332,2014-12-30 01:39:46.42135,2014-12-30 01:39:46.42135
10181,agkistrodon halys,above average intellect,14577332,2014-12-30 01:39:46.429335,2014-12-30 01:39:46.429335
10182,agkistrodon halys,eczema,14577332,2014-12-30 01:39:46.437686,2014-12-30 01:39:46.437686
10183,agkistrodon halys,hepatic fibrosis,15844712,2014-12-30 01:39:46.445659,2014-12-30 01:39:46.445659
