toxprot_id	pmid	PID	PMID	SID	s_cui	s_type	s_name	predicate	o_cui	o_type	o_name
Q9NII7	10698710	2934887	10698710	65741201	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NII7	10698710	2934887	10698710	65741201	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NII6	10698710	2934887	10698710	65741201	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NII5	10698710	2934887	10698710	65741201	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9BKJ1	11321163	2934887	11321163	66641662	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9BKJ0	11321163	2934887	11321163	66641662	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9BKJ1	11321163	2934887	11321163	66641931	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9BKJ0	11321163	2934887	11321163	66641931	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAC8	11780308	2934887	11780308	66983997	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAC8	10219991	2934887	10219991	67207474	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAC9	10219991	2934887	10219991	67207474	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P59854	12370033	2934887	12370033	67793303	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P59854	12370033	2934887	12370033	67793409	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9GNG8	10858508	2934887	10858508	68229507	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9GQV6	10858508	2934887	10858508	68229507	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NJC7	10858508	2934887	10858508	68229507	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NJC4	10858508	2934887	10858508	68229507	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NJC8	10858508	2934887	10858508	68229507	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9GQW3	10858508	2934887	10858508	68229507	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O61705	10858508	2934887	10858508	68229507	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9N682	10858508	2934887	10858508	68229507	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NJP7	10471839	2934887	10471839	69117288	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NJC6	10471839	2934887	10471839	69117288	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9N661	10471839	2934887	10471839	69117288	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9U8D1	10471839	2934887	10471839	69117288	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NJP7	10471839	2934887	10471839	69117408	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NJC6	10471839	2934887	10471839	69117408	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9N661	10471839	2934887	10471839	69117408	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9U8D1	10471839	2934887	10471839	69117408	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P68727	11113589	2934887	11113589	69808551	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q95P69	12597884	2934887	12597884	69974994	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q95P69	12597884	2934887	12597884	69975174	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P45697	11322948	2934887	11322948	70225188	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P45697	11322948	2934887	11322948	70225188	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NJP7	11076505	2934887	11076505	70486590	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NJP7	11076505	2934887	11076505	70486730	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NBW2	12409001	2934887	12409001	71279407	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O77091	11042276	2934887	11042276	72259032	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O77091	11042276	2934887	11042276	72259032	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O61668	11042276	2934887	11042276	72259032	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O77091	11042276	2934887	11042276	72259179	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O77091	11042276	2934887	11042276	72259179	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O61668	11042276	2934887	11042276	72259179	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAC9	10191265	2934887	10191265	72926894	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAD0	10708793	2934887	10708793	73280197	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAD0	10708793	2934887	10708793	73280325	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9Y0X4	10868911	2934887	10868911	73299507	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9TVX3	11851432	2934887	11851432	73433485	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9TVX3	10386622	2934887	10386622	74627106	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9U8D2	10386622	2934887	10386622	74627106	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9U8D1	10386622	2934887	10386622	74627106	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9TVX3	10386622	2934887	10386622	74627260	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9U8D2	10386622	2934887	10386622	74627260	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9U8D1	10386622	2934887	10386622	74627260	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NBG9	12558995	2934887	12558995	75065386	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P58488	10666623	2934887	10666623	75807517	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P58488	10666623	2934887	10666623	75807639	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAD0	10673158	2934887	10673158	76846151	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAD0	10673158	2934887	10673158	76846231	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NBW2	10981722	2934887	10981722	77029414	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P15228	11298767	2934887	11298767	77126623	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P15228	11298767	2934887	11298767	77126712	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P15228	11298767	2934887	11298767	77126823	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O61668	10078863	2934887	10078863	77471785	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O61668	10078863	2934887	10078863	77471884	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NJC6	11718723	2934887	11718723	78286640	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAC8	10080355	2934887	10080355	78422336	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAC9	10080355	2934887	10080355	78422336	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAC8	10080355	2934887	10080355	78422438	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAC9	10080355	2934887	10080355	78422438	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O77091	10944339	2934887	10944339	78647113	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O77091	10944339	2934887	10944339	78647113	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O77091	10944339	2934887	10944339	78647265	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O77091	10944339	2934887	10944339	78647265	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAC8	10599845	2934887	10599845	81199332	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q95P69	10728828	2934887	10728828	81608418	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9N682	10728828	2934887	10728828	81608418	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q95P69	10728828	2934887	10728828	81608486	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9N682	10728828	2934887	10728828	81608486	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P84744	15165720	2934887	15165720	82440853	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9GNG8	16150513	2934887	16150513	82950242	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9GNG8	16150513	2934887	16150513	82950406	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9GQW3	17877370	2934887	17877370	84222505	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
D2Y232	14512091	2934887	14512091	85559828	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
D2Y233	14512091	2934887	14512091	85559828	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
D2Y2D7	14512091	2934887	14512091	85559828	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9GQW3	12925796	2934887	12925796	87238038	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9GQW3	12925796	2934887	12925796	87238204	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q95NK7	15208022	2934887	15208022	87886970	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q95NK7	15208022	2934887	15208022	87887105	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O77091	15608371	2934887	15608371	89938152	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O77091	15608371	2934887	15608371	89938410	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O77091	15608371	2934887	15608371	89938682	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAC8	15695820	2934887	15695820	90376048	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
O61668	16970911	2934887	16970911	90850211	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q95NK7	15146482	2934887	15146482	91788997	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q95NK7	15146482	2934887	15146482	91789110	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q7Z0H4	15823559	2934887	15823559	91925688	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q95NJ8	15449936	2934887	15449936	92142739	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q4TUA4	16800812	2934887	16800812	93785217	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q4TUA4	16800812	2934887	16800812	93785375	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P45697	15677695	2934887	15677695	94121274	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P45697	15677695	2934887	15677695	94121274	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q8I0L5	14599291	2934887	14599291	95017320	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAD0	17166663	2934887	17166663	95527764	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P83407	14960379	2934887	14960379	95992893	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P83407	14960379	2934887	14960379	95992893	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NBG9	15558557	2934887	15558557	96362159	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P68727	13130519	2934887	13130519	98429369	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q8I6X9	16513212	2934887	16513212	98644180	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q86BX0	16513212	2934887	16513212	98644180	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P59938	16513212	2934887	16513212	98644180	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q95P90	16513212	2934887	16513212	98644180	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P83407	15049683	2934887	15049683	100462982	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P83407	15049683	2934887	15049683	100462982	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P83407	15049683	2934887	15049683	100463131	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P83407	15049683	2934887	15049683	100463131	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q95NJ8	12906891	2934887	12906891	100931284	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q95NJ8	12906891	2934887	12906891	100931605	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P83407	15178692	2934887	15178692	103132564	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P83407	15178692	2934887	15178692	103132564	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P83407	15178692	2934887	15178692	103132680	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P83407	15178692	2934887	15178692	103132680	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
A0ASK0	16081373	2934887	16081373	103871064	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q7Z0H4	15683869	2934887	15683869	104737138	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q7Z0H4	15683869	2934887	15683869	104737295	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9UAC9	16716457	2934887	16716457	105819942	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P0CF76	19199142	2934887	19199142	112974282	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P86100	18611448	2934887	18611448	113653560	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P86100	18611448	2934887	18611448	113653677	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
B5KF99	18571286	2934887	18571286	115441290	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
B5KF99	18571286	2934887	18571286	115441534	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9BKJ1	20816643	2934887	20816643	117060066	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P84777	18280256	2934887	18280256	118478147	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P86100	20417653	2934887	20417653	118976037	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
E7CAU3	20945457	2934887	20945457	123261020	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
E7CAU3	20945457	2934887	20945457	123261114	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
E7CAU3	20945457	2934887	20945457	123261896	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NII7	20713119	2934887	20713119	125866453	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NII7	20713119	2934887	20713119	125866453	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P86396	20713119	2934887	20713119	125866453	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P0C8M2	18625260	2934887	18625260	126997572	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P0C8M2	18625260	2934887	18625260	126997638	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NJC7	19932686	2934887	19932686	129731445	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
Q9NJC7	22295565	2934887	22295565	138121140	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P45698	12219227	2934887	12219227	144002708	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P45698	12219227	2934887	12219227	144002708	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P45698	12219227	2934887	12219227	144002734	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P45698	12219227	2934887	12219227	144002734	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
G4V3T9	24269605	2934887	24269605	148764780	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P0DMH9	24577584	2934887	24577584	152890368	C1005222	invt	Mesobuthus martensii	ISA	C0036451	invt	Scorpions
P68727	11113589	629820	11113589	69808551	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P82935	15581687	629820	15581687	85551041	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
Q95NK7	15208022	629820	15208022	87887334	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86116	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
C5J895	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
C5J888	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
C5J886	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86117	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86118	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86112	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86109	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86111	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86108	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86114	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86113	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86107	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86115	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86106	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86110	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86105	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86121	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86119	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P86120	18502464	629820	18502464	130868928	C0034693	mamm	Rattus norvegicus	LOCATION_OF	C0042479	hops	Venoms
P01500	24878534	5051361	24878534	158280792	C0007634	cell	Cells	LOCATION_OF	C0164786|207	aapp	Proto-Oncogene Proteins c-akt|AKT1
P80719	10888198	7731045	10888198	62277632	C0040549	bacs	Toxin	AFFECTS	C0597675	phsf	voltage gated channel
P84510	16267209	7731045	16267209	84236240	C0040549	bacs	Toxin	AFFECTS	C0597675	phsf	voltage gated channel
P84508	16267209	7731045	16267209	84236240	C0040549	bacs	Toxin	AFFECTS	C0597675	phsf	voltage gated channel
P84509	16267209	7731045	16267209	84236240	C0040549	bacs	Toxin	AFFECTS	C0597675	phsf	voltage gated channel
P84507	16267209	7731045	16267209	84236240	C0040549	bacs	Toxin	AFFECTS	C0597675	phsf	voltage gated channel
P84507	16267209	7731045	16267209	84236240	C0040549	bacs	Toxin	AFFECTS	C0597675	phsf	voltage gated channel
Q86DU6	16325217	7731045	16325217	103059849	C0040549	bacs	Toxin	AFFECTS	C0597675	phsf	voltage gated channel
P26349	24828921	767435	24828921	157283580	C0011860	dsyn	Diabetes Mellitus, Non-Insulin-Dependent	PROCESS_OF	C0030705	humn	Patients
P26349	24828921	767435	24828921	157283580	C0011860	dsyn	Diabetes Mellitus, Non-Insulin-Dependent	PROCESS_OF	C0030705	humn	Patients
P26349	24828921	5714834	24828921	157283580	C0167117	aapp	exenatide	STIMULATES	C0378073	gngm	GLP-1 receptor
P26349	24828921	767435	24828921	157283580	C0011860	dsyn	Diabetes Mellitus, Non-Insulin-Dependent	PROCESS_OF	C0030705	humn	Patients
P45639	7819188	1086155	7819188	42986379	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P45639	8383429	1086155	8383429	55380866	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P69939	9714546	1086155	9714546	75046947	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P69940	9714546	1086155	9714546	75046947	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P01497	11086217	2250010	11086217	76859281	C0042479	bacs	Venoms	CONVERTS_TO	C1305923	gngm	Polypeptides
P59864	16216259	2250010	16216259	100442927	C0042479	bacs	Venoms	CONVERTS_TO	C1305923	gngm	Polypeptides
Q2PAY4	17157888	2250010	17157888	101730416	C0042479	bacs	Venoms	CONVERTS_TO	C1305923	gngm	Polypeptides
P26349	24828921	767435	24828921	157283580	C0011860	dsyn	Diabetes Mellitus, Non-Insulin-Dependent	PROCESS_OF	C0030705	humn	Patients
P26349	24828921	767435	24828921	157283580	C0011860	dsyn	Diabetes Mellitus, Non-Insulin-Dependent	PROCESS_OF	C0030705	humn	Patients
P84837	16567526	2397713	16567526	99317234	C0087111	topp	Therapeutic procedure	TREATS	C0011860	dsyn	Diabetes Mellitus, Non-Insulin-Dependent
P84835	16567526	2397713	16567526	99317234	C0087111	topp	Therapeutic procedure	TREATS	C0011860	dsyn	Diabetes Mellitus, Non-Insulin-Dependent
P84836	16567526	2397713	16567526	99317234	C0087111	topp	Therapeutic procedure	TREATS	C0011860	dsyn	Diabetes Mellitus, Non-Insulin-Dependent
P01480	428402	1617362	428402	10354083	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P01484	2808423	1617362	2808423	29490551	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P01484	2808423	1617362	2808423	29490551	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P01479	2808423	1617362	2808423	29490551	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P01480	2808423	1617362	2808423	29490551	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P01497	2808423	1617362	2808423	29490551	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P15147	2808423	1617362	2808423	29490551	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P01484	2808423	1617362	2808423	29490688	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P01484	2808423	1617362	2808423	29490688	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P01479	2808423	1617362	2808423	29490688	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P01480	2808423	1617362	2808423	29490688	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P01497	2808423	1617362	2808423	29490688	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P15147	2808423	1617362	2808423	29490688	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P01497	2334710	1617362	2334710	37989617	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P15147	2334710	1617362	2334710	37989617	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P0C910	1949066	1617362	1949066	38134088	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P01481	8626486	1617362	8626486	39758365	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
Q26292	2029523	1617362	2029523	56799454	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P19855	2029523	1617362	2029523	56799454	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P24336	2029523	1617362	2029523	56799454	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P59891	9248005	1617362	9248005	56921350	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P59854	12370033	1617362	12370033	67793409	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P17728	10678738	1617362	10678738	80086883	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P56678	10678738	1617362	10678738	80086883	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P59355	10678738	1617362	10678738	80086883	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P56637	14672947	1617362	14672947	105240904	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P56637	14672947	1617362	14672947	105240904	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P29425	18397797	1617362	18397797	108212683	C0024660	mamm	Mammals	LOCATION_OF	C0040549	hops	Toxin
P59936	15772309	2384577	15772309	82731191	C0007634	cell	Cells	LOCATION_OF	C0032824	aapp	Potassium Channel
P0DL45	23523531	1206911	23523531	152166784	C0003873	dsyn	Rheumatoid Arthritis	ISA	C0004364	dsyn	Autoimmune Diseases
P0DL46	23523531	1206911	23523531	152166784	C0003873	dsyn	Rheumatoid Arthritis	ISA	C0004364	dsyn	Autoimmune Diseases
P0DL44	23523531	1206911	23523531	152166784	C0003873	dsyn	Rheumatoid Arthritis	ISA	C0004364	dsyn	Autoimmune Diseases
P0DJ31	22622363	1789675	22622363	134772770	C0011854	dsyn	Diabetes Mellitus, Insulin-Dependent	ISA	C0004364	dsyn	Autoimmune Diseases
P0DL45	23523531	1789675	23523531	152166784	C0011854	dsyn	Diabetes Mellitus, Insulin-Dependent	ISA	C0004364	dsyn	Autoimmune Diseases
